timestamps,wind_generation,fossil_generation,consumption,prices
2019-01-01 00:00:00,30021.25,23421.25,43273.75,"28,32"
2019-01-01 01:00:00,31719.25,21031.0,41631.25,"10,07"
2019-01-01 02:00:00,32075.75,20019.75,40085.0,"-4,08"
2019-01-01 03:00:00,33560.5,19158.75,39269.75,"-9,91"
2019-01-01 04:00:00,35314.5,18938.25,39032.75,"-7,41"
2019-01-01 05:00:00,36540.75,18797.75,38570.5,"-12,55"
2019-01-01 06:00:00,37871.5,18622.25,38047.5,"-17,25"
2019-01-01 07:00:00,38722.75,18865.25,38756.0,"-15,07"
2019-01-01 08:00:00,39621.5,18842.0,39575.25,"-4,93"
2019-01-01 09:00:00,39962.25,19078.25,42119.25,"-6,33"
2019-01-01 10:00:00,41785.0,18836.0,44866.5,"-4,93"
2019-01-01 11:00:00,44408.0,19033.75,47785.25,"0,45"
2019-01-01 12:00:00,44924.25,19338.25,49116.75,"0,12"
2019-01-01 13:00:00,45159.75,19444.5,48786.0,"-0,02"
2019-01-01 14:00:00,44894.75,19533.25,48528.5,"0,00"
2019-01-01 15:00:00,43750.0,21293.25,48983.0,"-0,03"
2019-01-01 16:00:00,44465.0,23115.25,50727.0,"1,97"
2019-01-01 17:00:00,44895.25,23461.75,53893.25,"9,06"
2019-01-01 18:00:00,44934.25,22698.5,54658.25,"0,07"
2019-01-01 19:00:00,44555.75,20721.25,53663.5,"-4,97"
2019-01-01 20:00:00,44433.5,19276.0,51355.5,"-6,98"
2019-01-01 21:00:00,44006.25,18424.25,49733.5,"-24,93"
2019-01-01 22:00:00,42916.25,19111.25,48741.5,"-4,87"
2019-01-01 23:00:00,42759.0,17862.25,45919.25,"-28,93"
2019-01-02 00:00:00,41126.75,17785.0,43719.75,"-33,57"
2019-01-02 01:00:00,40164.75,17142.5,42213.25,"-45,92"
2019-01-02 02:00:00,39665.75,17347.0,41807.25,"-48,29"
2019-01-02 03:00:00,39081.5,17507.5,42330.75,"-44,99"
2019-01-02 04:00:00,39298.5,17714.0,43758.0,"-48,93"
2019-01-02 05:00:00,40155.25,18995.75,46896.0,"-29,91"
2019-01-02 06:00:00,41500.25,22639.25,52714.0,"-0,01"
2019-01-02 07:00:00,41762.5,25461.0,58136.5,"37,43"
2019-01-02 08:00:00,40800.75,28274.75,61514.25,"48,06"
2019-01-02 09:00:00,41021.25,29915.25,63429.25,"50,74"
2019-01-02 10:00:00,42989.5,30227.0,64466.0,"47,57"
2019-01-02 11:00:00,45075.25,30472.25,65756.0,"43,94"
2019-01-02 12:00:00,45755.75,30288.5,66016.25,"40,97"
2019-01-02 13:00:00,44349.5,30413.25,65282.5,"44,95"
2019-01-02 14:00:00,40319.5,31641.5,64117.5,"49,64"
2019-01-02 15:00:00,35300.5,34760.5,64010.0,"53,67"
2019-01-02 16:00:00,32206.0,39225.0,65227.25,"56,01"
2019-01-02 17:00:00,31045.25,40382.5,68510.25,"56,95"
2019-01-02 18:00:00,29273.25,41265.5,68247.5,"62,08"
2019-01-02 19:00:00,27455.5,40408.5,66478.0,"62,11"
2019-01-02 20:00:00,25686.0,39607.5,62719.75,"57,99"
2019-01-02 21:00:00,24216.75,38349.0,59541.75,"55,64"
2019-01-02 22:00:00,22983.5,38602.0,57643.25,"55,13"
2019-01-02 23:00:00,21736.5,37307.5,53959.25,"50,76"
2019-01-03 00:00:00,21433.25,37000.75,51008.0,"42,91"
2019-01-03 01:00:00,21464.0,36774.25,50046.5,"45,22"
2019-01-03 02:00:00,20989.25,36993.75,49751.5,"45,63"
2019-01-03 03:00:00,21392.25,37030.25,49641.0,"44,00"
2019-01-03 04:00:00,22136.25,36938.75,50417.25,"43,88"
2019-01-03 05:00:00,22860.75,38701.75,53021.75,"45,92"
2019-01-03 06:00:00,23099.0,43471.5,57841.25,"51,07"
2019-01-03 07:00:00,23221.25,46657.0,62218.5,"52,77"
2019-01-03 08:00:00,23318.0,47379.5,64800.5,"62,89"
2019-01-03 09:00:00,23653.0,49068.5,66152.5,"60,03"
2019-01-03 10:00:00,23268.75,50683.5,66815.0,"58,19"
2019-01-03 11:00:00,22466.5,51912.0,67815.5,"62,99"
2019-01-03 12:00:00,21200.0,51328.5,68012.5,"63,52"
2019-01-03 13:00:00,19303.25,50486.75,66870.0,"64,67"
2019-01-03 14:00:00,17191.0,50553.75,65817.5,"65,24"
2019-01-03 15:00:00,15471.75,51974.5,65260.5,"67,76"
2019-01-03 16:00:00,15515.0,53064.0,66578.75,"68,41"
2019-01-03 17:00:00,16688.75,53432.75,69665.5,"69,55"
2019-01-03 18:00:00,17167.75,53003.75,69337.0,"67,28"
2019-01-03 19:00:00,16976.75,51683.75,67354.0,"69,46"
2019-01-03 20:00:00,16729.25,51247.75,63667.0,"68,38"
2019-01-03 21:00:00,15928.75,50570.5,60674.75,"61,72"
2019-01-03 22:00:00,14829.75,49239.0,58432.25,"53,72"
2019-01-03 23:00:00,14270.0,46122.5,55109.25,"49,98"
2019-01-04 00:00:00,14330.75,43907.5,51952.5,"50,73"
2019-01-04 01:00:00,15796.75,42603.0,50064.75,"47,11"
2019-01-04 02:00:00,17457.25,41679.5,49507.5,"47,07"
2019-01-04 03:00:00,19333.5,41176.75,49910.75,"46,94"
2019-01-04 04:00:00,21154.25,40728.75,51006.75,"47,00"
2019-01-04 05:00:00,22747.25,41197.5,53476.5,"46,91"
2019-01-04 06:00:00,24531.75,43205.25,58351.75,"49,59"
2019-01-04 07:00:00,26807.25,45631.5,63758.5,"55,32"
2019-01-04 08:00:00,27977.25,44914.5,66921.0,"55,78"
2019-01-04 09:00:00,29502.0,45217.25,68494.5,"55,52"
2019-01-04 10:00:00,31590.5,44414.0,69278.5,"55,23"
2019-01-04 11:00:00,33693.5,44057.0,69847.5,"53,58"
2019-01-04 12:00:00,35267.0,43131.75,70270.25,"51,74"
2019-01-04 13:00:00,35784.25,42151.0,69058.5,"51,60"
2019-01-04 14:00:00,34844.0,43294.0,67290.0,"51,41"
2019-01-04 15:00:00,33718.25,43786.0,66557.75,"51,69"
2019-01-04 16:00:00,33982.5,44293.25,67897.0,"52,59"
2019-01-04 17:00:00,34352.25,43984.25,70008.75,"54,66"
2019-01-04 18:00:00,34180.25,43099.5,69308.75,"54,10"
2019-01-04 19:00:00,33709.25,41411.0,67292.25,"51,89"
2019-01-04 20:00:00,33469.0,39845.75,63345.5,"46,58"
2019-01-04 21:00:00,33361.25,36923.75,60342.75,"45,43"
2019-01-04 22:00:00,33463.5,35415.5,58484.75,"43,96"
2019-01-04 23:00:00,34735.5,32261.0,54449.5,"31,41"
2019-01-05 00:00:00,35676.0,29503.0,51625.25,"26,90"
2019-01-05 01:00:00,36191.25,28113.0,49262.0,"25,12"
2019-01-05 02:00:00,37099.25,27795.0,47940.25,"24,12"
2019-01-05 03:00:00,38147.0,27117.5,47467.0,"22,04"
2019-01-05 04:00:00,38827.0,26981.25,47544.75,"18,37"
2019-01-05 05:00:00,38548.25,27570.0,47614.0,"22,09"
2019-01-05 06:00:00,39119.0,28328.5,48282.5,"23,35"
2019-01-05 07:00:00,37807.25,30687.75,50760.5,"28,76"
2019-01-05 08:00:00,36578.25,32639.0,54305.5,"36,63"
2019-01-05 09:00:00,35605.25,35135.5,57592.0,"40,46"
2019-01-05 10:00:00,34708.75,37604.25,59711.0,"45,85"
2019-01-05 11:00:00,34097.0,38356.75,60919.75,"49,80"
2019-01-05 12:00:00,32910.75,38798.0,60791.0,"51,36"
2019-01-05 13:00:00,31846.0,39055.75,59516.75,"51,74"
2019-01-05 14:00:00,29995.75,39626.5,58472.5,"51,92"
2019-01-05 15:00:00,28297.75,41038.5,58036.25,"53,22"
2019-01-05 16:00:00,27491.75,42046.0,59074.75,"56,62"
2019-01-05 17:00:00,26998.0,43494.5,61927.5,"56,92"
2019-01-05 18:00:00,26881.0,42732.0,61934.25,"61,64"
2019-01-05 19:00:00,26122.75,42048.25,60093.0,"59,44"
2019-01-05 20:00:00,25778.75,40315.75,56237.5,"52,75"
2019-01-05 21:00:00,25247.75,38068.25,53912.0,"51,90"
2019-01-05 22:00:00,24145.25,37488.25,52895.5,"51,38"
2019-01-05 23:00:00,23560.0,36283.5,49839.5,"49,96"
2019-01-06 00:00:00,22855.0,35651.25,46644.25,"50,29"
2019-01-06 01:00:00,21870.75,35639.0,44544.75,"47,72"
2019-01-06 02:00:00,20739.25,36333.25,43208.0,"48,38"
2019-01-06 03:00:00,20224.0,35978.5,43042.5,"48,02"
2019-01-06 04:00:00,19514.0,35620.5,43028.75,"44,23"
2019-01-06 05:00:00,18943.5,36257.75,42614.0,"47,17"
2019-01-06 06:00:00,17601.5,36565.25,42255.75,"48,19"
2019-01-06 07:00:00,16376.25,38191.75,43350.75,"49,11"
2019-01-06 08:00:00,15907.75,39726.75,45962.0,"50,44"
2019-01-06 09:00:00,15439.0,41578.75,49469.0,"53,40"
2019-01-06 10:00:00,15862.0,42705.5,52442.0,"56,55"
2019-01-06 11:00:00,16082.5,44369.5,55008.75,"60,02"
2019-01-06 12:00:00,16360.75,45099.25,55497.25,"60,22"
2019-01-06 13:00:00,16468.0,44745.25,54103.0,"55,00"
2019-01-06 14:00:00,15678.5,44495.25,53472.75,"52,39"
2019-01-06 15:00:00,14972.5,46169.75,52709.25,"51,57"
2019-01-06 16:00:00,15284.5,47692.0,54462.75,"54,71"
2019-01-06 17:00:00,16377.75,50426.5,58011.25,"63,43"
2019-01-06 18:00:00,17103.75,50111.5,58919.25,"67,37"
2019-01-06 19:00:00,17535.25,48803.5,57341.75,"67,20"
2019-01-06 20:00:00,17061.75,46298.75,54976.5,"66,03"
2019-01-06 21:00:00,16959.5,45536.5,53388.75,"55,36"
2019-01-06 22:00:00,16871.5,44460.25,52721.0,"58,59"
2019-01-06 23:00:00,16843.25,43664.75,49863.75,"53,70"
2019-01-07 00:00:00,17097.25,42759.25,46880.0,"46,03"
2019-01-07 01:00:00,17302.0,42173.75,45258.25,"47,98"
2019-01-07 02:00:00,17603.25,41793.75,44778.75,"47,84"
2019-01-07 03:00:00,17585.0,41460.0,45422.25,"46,11"
2019-01-07 04:00:00,17761.0,42351.5,47302.25,"46,08"
2019-01-07 05:00:00,18240.25,44746.25,51569.25,"47,62"
2019-01-07 06:00:00,17826.5,49724.75,60305.0,"55,77"
2019-01-07 07:00:00,16884.0,54851.25,66740.25,"68,61"
2019-01-07 08:00:00,16106.75,55711.0,69549.0,"74,15"
2019-01-07 09:00:00,16120.75,55787.0,69841.75,"74,93"
2019-01-07 10:00:00,17463.0,55900.5,71109.25,"73,59"
2019-01-07 11:00:00,19735.0,54895.5,72052.25,"71,23"
2019-01-07 12:00:00,22212.75,52832.75,71923.25,"68,79"
2019-01-07 13:00:00,23687.25,52975.0,71849.75,"66,75"
2019-01-07 14:00:00,24825.5,52652.5,71548.25,"62,47"
2019-01-07 15:00:00,26123.0,51365.75,71468.75,"53,25"
2019-01-07 16:00:00,28145.5,50041.75,72522.25,"53,26"
2019-01-07 17:00:00,31089.5,49751.0,74738.5,"53,42"
2019-01-07 18:00:00,34517.75,47232.0,73832.25,"47,91"
2019-01-07 19:00:00,38079.75,42235.25,71895.5,"42,05"
2019-01-07 20:00:00,41551.75,36313.0,68574.25,"40,96"
2019-01-07 21:00:00,43417.5,32336.25,65527.25,"32,04"
2019-01-07 22:00:00,42962.5,29181.5,62293.5,"20,82"
2019-01-07 23:00:00,43687.75,27127.75,58307.25,"1,84"
2019-01-08 00:00:00,43859.25,24577.5,54342.75,"17,94"
2019-01-08 01:00:00,43777.75,24270.0,52541.75,"20,91"
2019-01-08 02:00:00,43593.0,23815.0,51658.75,"7,78"
2019-01-08 03:00:00,43913.25,24101.5,52231.75,"14,33"
2019-01-08 04:00:00,43664.25,24747.25,53853.5,"18,56"
2019-01-08 05:00:00,43684.5,26545.75,57330.0,"18,57"
2019-01-08 06:00:00,45365.75,29897.25,64688.75,"35,81"
2019-01-08 07:00:00,46112.0,33266.75,71017.25,"43,87"
2019-01-08 08:00:00,46818.75,35214.5,73450.5,"46,93"
2019-01-08 09:00:00,48490.75,33797.0,73559.0,"43,88"
2019-01-08 10:00:00,50146.75,32403.75,74189.25,"43,85"
2019-01-08 11:00:00,51054.25,31566.0,74794.5,"46,74"
2019-01-08 12:00:00,51923.75,31340.0,74561.75,"43,94"
2019-01-08 13:00:00,51446.25,31253.25,74364.25,"43,21"
2019-01-08 14:00:00,50225.0,31745.25,73600.5,"43,81"
2019-01-08 15:00:00,48894.75,33791.75,73175.75,"45,60"
2019-01-08 16:00:00,48839.5,33509.75,73941.0,"35,21"
2019-01-08 17:00:00,48737.75,35128.75,75838.5,"45,64"
2019-01-08 18:00:00,48484.0,34656.25,75290.0,"45,63"
2019-01-08 19:00:00,48296.0,31554.75,73503.25,"37,94"
2019-01-08 20:00:00,48031.75,30318.25,69593.75,"39,53"
2019-01-08 21:00:00,47336.0,28826.25,66029.5,"35,97"
2019-01-08 22:00:00,45550.25,28021.25,62940.75,"29,72"
2019-01-08 23:00:00,44694.25,25958.25,59162.0,"22,55"
2019-01-09 00:00:00,44115.25,25331.75,55372.25,"20,04"
2019-01-09 01:00:00,42695.25,25162.75,53542.25,"7,24"
2019-01-09 02:00:00,42094.5,25273.0,52590.25,"3,43"
2019-01-09 03:00:00,41812.0,25554.5,53146.5,"10,04"
2019-01-09 04:00:00,41473.0,26550.5,54758.0,"14,20"
2019-01-09 05:00:00,40758.75,29583.5,57799.25,"25,41"
2019-01-09 06:00:00,40990.75,33935.25,64940.25,"36,98"
2019-01-09 07:00:00,41074.75,38520.0,71410.75,"43,89"
2019-01-09 08:00:00,40816.0,40270.0,74114.0,"50,98"
2019-01-09 09:00:00,40763.75,40500.0,74678.25,"50,30"
2019-01-09 10:00:00,41865.0,40406.5,75513.25,"50,21"
2019-01-09 11:00:00,42884.25,40336.25,76393.5,"45,80"
2019-01-09 12:00:00,43245.25,39843.75,75900.75,"43,64"
2019-01-09 13:00:00,42989.0,39833.5,75566.75,"43,49"
2019-01-09 14:00:00,41758.75,39630.5,74873.0,"45,05"
2019-01-09 15:00:00,40239.75,40730.0,74166.75,"49,95"
2019-01-09 16:00:00,39227.5,43440.25,74594.25,"53,82"
2019-01-09 17:00:00,38179.5,45268.5,76940.0,"55,94"
2019-01-09 18:00:00,37657.75,45380.75,76115.0,"54,19"
2019-01-09 19:00:00,36891.75,42597.75,74170.25,"54,19"
2019-01-09 20:00:00,35242.0,42649.25,70072.5,"52,98"
2019-01-09 21:00:00,32621.0,41816.25,66522.25,"51,68"
2019-01-09 22:00:00,29688.25,40619.5,63496.5,"48,95"
2019-01-09 23:00:00,27342.5,40599.0,58937.5,"47,63"
2019-01-10 00:00:00,24961.5,40985.5,56289.0,"46,48"
2019-01-10 01:00:00,23093.75,41639.25,53924.0,"49,08"
2019-01-10 02:00:00,21254.5,41681.75,52990.5,"47,11"
2019-01-10 03:00:00,19785.25,43020.75,53123.0,"48,80"
2019-01-10 04:00:00,18710.0,44124.0,53828.5,"48,50"
2019-01-10 05:00:00,17485.0,47273.25,56592.25,"49,80"
2019-01-10 06:00:00,16466.75,51302.25,63572.0,"56,97"
2019-01-10 07:00:00,15797.25,54819.25,69607.75,"72,60"
2019-01-10 08:00:00,14733.5,57927.75,72144.0,"81,17"
2019-01-10 09:00:00,14016.75,58223.75,72132.75,"81,79"
2019-01-10 10:00:00,13965.25,57194.5,73066.0,"81,15"
2019-01-10 11:00:00,13942.75,57544.0,73606.5,"80,00"
2019-01-10 12:00:00,13657.5,56283.5,73194.75,"76,39"
2019-01-10 13:00:00,13184.0,55895.25,72751.75,"75,00"
2019-01-10 14:00:00,12136.25,56257.0,71722.25,"76,06"
2019-01-10 15:00:00,11052.25,56332.5,71260.5,"75,40"
2019-01-10 16:00:00,10767.0,57688.0,71609.0,"76,78"
2019-01-10 17:00:00,11134.75,58983.5,74052.25,"83,45"
2019-01-10 18:00:00,11485.75,57913.0,73372.0,"85,15"
2019-01-10 19:00:00,11814.25,56517.5,71630.0,"78,16"
2019-01-10 20:00:00,11924.0,53725.75,67981.5,"71,92"
2019-01-10 21:00:00,12535.5,52838.5,64276.0,"67,43"
2019-01-10 22:00:00,13336.0,51802.5,62144.0,"60,49"
2019-01-10 23:00:00,14255.75,49964.25,58345.75,"54,45"
2019-01-11 00:00:00,15017.5,48145.5,56154.75,"47,84"
2019-01-11 01:00:00,15875.5,47488.0,54064.5,"46,58"
2019-01-11 02:00:00,17497.0,46789.0,53552.5,"45,74"
2019-01-11 03:00:00,19358.5,45407.25,54004.0,"43,81"
2019-01-11 04:00:00,20698.0,45597.5,55371.0,"46,24"
2019-01-11 05:00:00,22001.25,47203.75,58230.0,"46,46"
2019-01-11 06:00:00,23527.5,51758.0,65882.25,"51,29"
2019-01-11 07:00:00,24641.5,54119.75,72238.75,"60,53"
2019-01-11 08:00:00,25415.0,54039.5,74873.0,"60,02"
2019-01-11 09:00:00,26309.75,52832.5,75442.0,"62,92"
2019-01-11 10:00:00,27512.75,52113.5,76100.5,"61,58"
2019-01-11 11:00:00,28947.0,51007.0,76731.0,"60,60"
2019-01-11 12:00:00,30806.5,50240.75,76125.75,"51,89"
2019-01-11 13:00:00,32306.5,48867.0,74858.25,"50,80"
2019-01-11 14:00:00,33210.5,47660.5,73072.25,"45,46"
2019-01-11 15:00:00,33850.75,46080.0,72033.5,"42,20"
2019-01-11 16:00:00,34238.0,46470.25,72451.0,"45,00"
2019-01-11 17:00:00,34779.25,48289.5,74497.0,"51,51"
2019-01-11 18:00:00,34949.25,47548.0,73328.5,"48,59"
2019-01-11 19:00:00,33620.75,45131.5,71433.25,"49,20"
2019-01-11 20:00:00,32934.0,42801.0,67076.0,"44,99"
2019-01-11 21:00:00,32308.25,39655.0,63358.75,"44,93"
2019-01-11 22:00:00,31444.0,38115.0,60957.75,"46,40"
2019-01-11 23:00:00,31000.5,36253.75,57247.75,"43,46"
2019-01-12 00:00:00,30325.0,35697.25,53108.5,"47,24"
2019-01-12 01:00:00,29664.5,35348.75,50644.0,"45,88"
2019-01-12 02:00:00,28829.25,35236.5,48897.0,"44,61"
2019-01-12 03:00:00,28237.5,35030.5,48197.25,"42,90"
2019-01-12 04:00:00,28402.5,34196.0,48590.0,"42,03"
2019-01-12 05:00:00,29288.25,32982.75,48959.25,"39,33"
2019-01-12 06:00:00,30446.25,35126.25,50438.75,"42,98"
2019-01-12 07:00:00,31359.5,35784.0,53617.75,"41,23"
2019-01-12 08:00:00,32308.0,36202.0,57112.25,"42,12"
2019-01-12 09:00:00,33938.5,36936.0,60615.75,"45,10"
2019-01-12 10:00:00,36593.75,35690.75,63117.75,"44,27"
2019-01-12 11:00:00,39331.5,33909.75,64503.5,"44,18"
2019-01-12 12:00:00,41785.5,33168.0,64171.0,"42,05"
2019-01-12 13:00:00,42745.75,31697.25,62528.25,"38,61"
2019-01-12 14:00:00,43107.0,30810.0,61440.25,"37,76"
2019-01-12 15:00:00,42905.0,30529.5,60945.75,"33,03"
2019-01-12 16:00:00,43034.0,30846.0,62024.0,"35,84"
2019-01-12 17:00:00,43155.0,32512.0,64572.25,"44,24"
2019-01-12 18:00:00,43420.0,32099.0,64288.25,"46,29"
2019-01-12 19:00:00,42936.25,31089.75,62197.0,"40,05"
2019-01-12 20:00:00,42471.5,28840.25,58821.5,"38,15"
2019-01-12 21:00:00,41159.25,26683.25,55973.75,"30,26"
2019-01-12 22:00:00,40186.0,26664.25,54754.0,"40,20"
2019-01-12 23:00:00,40046.25,24963.0,52136.5,"30,89"
2019-01-13 00:00:00,39940.25,22246.25,48631.0,"23,35"
2019-01-13 01:00:00,38905.75,21811.0,46459.75,"12,40"
2019-01-13 02:00:00,37664.0,21869.0,45148.0,"19,01"
2019-01-13 03:00:00,36918.75,22385.0,44376.0,"23,51"
2019-01-13 04:00:00,36386.0,22460.75,44239.75,"23,25"
2019-01-13 05:00:00,36227.0,22216.75,43914.0,"20,01"
2019-01-13 06:00:00,37349.0,22218.5,43403.25,"20,80"
2019-01-13 07:00:00,38742.25,22199.75,45517.5,"22,14"
2019-01-13 08:00:00,40589.0,22569.25,49171.25,"23,68"
2019-01-13 09:00:00,42693.75,23169.25,53349.25,"25,05"
2019-01-13 10:00:00,44873.25,23153.5,56529.0,"26,30"
2019-01-13 11:00:00,46515.0,24308.5,59699.25,"30,81"
2019-01-13 12:00:00,47655.75,23567.5,59841.5,"27,06"
2019-01-13 13:00:00,48176.25,21858.5,58765.75,"8,50"
2019-01-13 14:00:00,48165.0,21374.75,57778.75,"-0,08"
2019-01-13 15:00:00,48402.5,21470.5,57318.5,"-0,01"
2019-01-13 16:00:00,48506.75,21694.0,58352.5,"-0,27"
2019-01-13 17:00:00,49379.75,22695.5,61290.75,"21,55"
2019-01-13 18:00:00,50375.25,22330.0,62179.0,"24,04"
2019-01-13 19:00:00,50911.75,21525.5,60646.5,"15,91"
2019-01-13 20:00:00,50406.0,20731.25,57853.5,"-0,02"
2019-01-13 21:00:00,50235.0,20124.0,56377.25,"-0,33"
2019-01-13 22:00:00,48578.0,20190.0,56072.25,"3,04"
2019-01-13 23:00:00,46996.0,19940.5,53406.25,"-7,28"
2019-01-14 00:00:00,46910.25,19733.0,50735.0,"-3,14"
2019-01-14 01:00:00,45770.75,19450.5,48555.25,"-12,00"
2019-01-14 02:00:00,44782.25,19568.0,47900.0,"-15,04"
2019-01-14 03:00:00,43728.0,20081.75,48430.75,"-11,09"
2019-01-14 04:00:00,43045.25,21046.75,50193.0,"-4,94"
2019-01-14 05:00:00,43481.75,24031.75,54625.75,"1,59"
2019-01-14 06:00:00,43559.75,29617.5,63126.0,"35,90"
2019-01-14 07:00:00,42919.5,34378.25,70083.75,"51,22"
2019-01-14 08:00:00,42050.5,35254.25,72643.25,"51,66"
2019-01-14 09:00:00,42514.0,35069.25,72851.5,"46,09"
2019-01-14 10:00:00,44476.0,34919.5,73191.0,"50,26"
2019-01-14 11:00:00,47258.5,33748.0,73923.0,"44,49"
2019-01-14 12:00:00,48450.75,32759.5,73699.25,"41,24"
2019-01-14 13:00:00,48676.75,32852.75,73679.75,"38,91"
2019-01-14 14:00:00,46924.75,33918.5,73067.75,"41,79"
2019-01-14 15:00:00,44180.75,35864.25,72176.5,"49,63"
2019-01-14 16:00:00,41902.75,38519.75,71863.5,"50,93"
2019-01-14 17:00:00,40561.25,39214.0,75081.0,"51,25"
2019-01-14 18:00:00,39869.5,40111.75,74490.5,"50,93"
2019-01-14 19:00:00,39016.0,37181.75,72582.25,"50,52"
2019-01-14 20:00:00,38771.5,35728.5,68568.25,"49,61"
2019-01-14 21:00:00,38422.75,35359.0,65128.0,"44,30"
2019-01-14 22:00:00,37665.5,34455.75,62093.0,"41,29"
2019-01-14 23:00:00,37247.75,32655.75,57972.25,"37,26"
2019-01-15 00:00:00,36910.5,31887.25,55247.5,"35,18"
2019-01-15 01:00:00,37551.25,31510.5,53487.0,"35,82"
2019-01-15 02:00:00,37249.25,31497.5,52800.5,"34,99"
2019-01-15 03:00:00,38173.25,31230.5,53001.5,"34,56"
2019-01-15 04:00:00,39092.5,31810.25,54095.25,"30,80"
2019-01-15 05:00:00,39744.5,33451.0,57553.0,"33,41"
2019-01-15 06:00:00,40535.75,39616.5,64530.0,"47,40"
2019-01-15 07:00:00,41175.0,41921.25,71171.25,"53,73"
2019-01-15 08:00:00,40761.75,42919.5,73636.25,"57,02"
2019-01-15 09:00:00,41319.25,43026.0,73636.5,"58,38"
2019-01-15 10:00:00,42157.75,42539.0,74559.75,"56,54"
2019-01-15 11:00:00,43420.0,40806.75,74976.25,"55,00"
2019-01-15 12:00:00,44488.0,40334.75,74332.25,"53,92"
2019-01-15 13:00:00,44785.75,40191.0,74173.5,"53,31"
2019-01-15 14:00:00,44566.75,39009.25,73788.75,"52,63"
2019-01-15 15:00:00,44868.25,38971.0,73356.25,"52,12"
2019-01-15 16:00:00,44907.75,38640.0,73354.5,"51,00"
2019-01-15 17:00:00,45041.0,39299.0,75389.0,"53,91"
2019-01-15 18:00:00,45003.25,37570.5,74714.25,"46,35"
2019-01-15 19:00:00,44820.5,35908.5,72983.5,"42,73"
2019-01-15 20:00:00,44218.75,33358.75,69192.25,"40,32"
2019-01-15 21:00:00,43417.5,32152.5,65762.5,"39,93"
2019-01-15 22:00:00,41916.75,31123.75,62786.75,"39,66"
2019-01-15 23:00:00,41501.5,30387.5,58544.0,"32,04"
2019-01-16 00:00:00,40579.25,29393.75,55014.0,"29,23"
2019-01-16 01:00:00,39497.5,28677.75,52838.75,"29,26"
2019-01-16 02:00:00,38472.0,29152.25,51772.25,"32,64"
2019-01-16 03:00:00,37725.25,29666.0,51959.0,"32,41"
2019-01-16 04:00:00,37140.5,30142.75,53467.0,"33,06"
2019-01-16 05:00:00,35426.25,33447.25,56729.75,"33,22"
2019-01-16 06:00:00,35235.0,40423.25,64814.25,"46,63"
2019-01-16 07:00:00,35143.0,44434.75,71820.25,"53,80"
2019-01-16 08:00:00,35230.25,45943.25,74074.75,"55,73"
2019-01-16 09:00:00,37033.25,43851.75,74106.75,"53,83"
2019-01-16 10:00:00,39725.0,42205.75,74873.0,"54,22"
2019-01-16 11:00:00,42199.25,40428.5,75494.75,"54,92"
2019-01-16 12:00:00,43288.0,39782.25,74921.5,"53,65"
2019-01-16 13:00:00,42797.5,39536.25,74780.5,"52,69"
2019-01-16 14:00:00,40388.75,40541.5,73333.25,"53,55"
2019-01-16 15:00:00,37373.75,43574.0,72869.75,"53,72"
2019-01-16 16:00:00,35606.25,45162.0,72828.5,"54,83"
2019-01-16 17:00:00,35836.0,45125.5,75758.75,"54,01"
2019-01-16 18:00:00,36767.0,43389.25,75267.0,"52,67"
2019-01-16 19:00:00,37987.0,41656.25,73562.0,"50,92"
2019-01-16 20:00:00,39160.25,37813.25,69290.25,"39,81"
2019-01-16 21:00:00,39886.5,35112.25,65802.0,"39,29"
2019-01-16 22:00:00,39454.5,33910.25,62842.25,"39,91"
2019-01-16 23:00:00,40234.0,31111.75,59021.75,"30,77"
2019-01-17 00:00:00,40419.5,28864.0,56023.0,"26,35"
2019-01-17 01:00:00,40520.5,28192.5,54092.0,"25,23"
2019-01-17 02:00:00,40926.75,28205.25,52880.75,"22,77"
2019-01-17 03:00:00,41389.0,28733.75,52887.25,"24,02"
2019-01-17 04:00:00,41566.5,29295.0,54526.25,"25,63"
2019-01-17 05:00:00,40732.75,31051.5,57758.25,"28,06"
2019-01-17 06:00:00,40074.75,36928.0,65348.5,"35,38"
2019-01-17 07:00:00,39122.0,41980.5,72285.75,"46,04"
2019-01-17 08:00:00,38382.0,44285.5,74624.0,"49,96"
2019-01-17 09:00:00,38154.5,44491.25,74489.0,"50,56"
2019-01-17 10:00:00,39488.0,43765.0,75056.0,"46,10"
2019-01-17 11:00:00,40889.75,42815.75,76032.25,"46,02"
2019-01-17 12:00:00,40626.75,42109.25,75965.0,"43,94"
2019-01-17 13:00:00,40016.5,42210.5,75556.25,"46,64"
2019-01-17 14:00:00,38671.0,43051.5,74640.75,"55,00"
2019-01-17 15:00:00,36260.75,44487.5,73697.75,"55,90"
2019-01-17 16:00:00,35614.5,45975.75,73411.5,"57,43"
2019-01-17 17:00:00,37174.0,45838.5,76173.0,"58,72"
2019-01-17 18:00:00,37539.0,42972.0,76154.5,"55,06"
2019-01-17 19:00:00,37512.0,42083.25,74066.5,"53,85"
2019-01-17 20:00:00,37328.0,41190.25,70442.5,"49,52"
2019-01-17 21:00:00,36765.25,39946.25,66494.5,"42,35"
2019-01-17 22:00:00,35035.75,39458.5,63293.5,"42,44"
2019-01-17 23:00:00,32730.25,38250.0,58995.25,"41,11"
2019-01-18 00:00:00,30605.0,38271.0,56387.0,"42,26"
2019-01-18 01:00:00,28919.0,38132.25,54035.5,"40,91"
